run_id,completed_epochs,training_task_loss,gradient_norm_p50,gradient_norm_p95,clip_fraction,successful_updates,overflows,rows
tr-0afe8e4fc09b,1,1.4713303276523948,9.066206932067871,32.30835113525389,1.0,99,1,100
tr-0afe8e4fc09b,2,1.1107743476331233,7.637779712677002,28.10301570892333,1.0,99,1,100
tr-0afe8e4fc09b,3,1.0096361045353115,7.852135896682739,26.38735017776489,1.0,100,0,100
tr-0afe8e4fc09b,4,0.9737511418014765,7.220312118530273,21.312442016601526,1.0,99,1,100
tr-0afe8e4fc09b,5,0.9199785432592035,6.935814619064331,19.93255882263183,1.0,100,0,100
tr-0afe8e4fc09b,6,0.9417284206300974,6.045258045196533,22.522608757019043,1.0,99,1,100
tr-0afe8e4fc09b,7,0.8651307944580913,5.623085975646973,19.016983699798583,0.99,100,0,100
tr-0afe8e4fc09b,8,0.8246385249495506,4.8184332847595215,16.99240255355835,0.99,100,0,100
tr-0afe8e4fc09b,9,0.7730324616283178,4.377146005630493,14.545394134521482,1.0,100,0,100
tr-0afe8e4fc09b,10,0.8318260504305363,5.163886308670044,15.825924587249753,0.99,100,0,100
tr-0afe8e4fc09b,11,0.779243245460093,4.492199420928955,16.048785877227782,1.0,100,0,100
tr-0afe8e4fc09b,12,0.7322383480332791,4.158878326416016,12.85939393043518,1.0,100,0,100
tr-0afe8e4fc09b,13,0.6925817436166107,4.2355687618255615,10.869130897521972,1.0,100,0,100
tr-0afe8e4fc09b,14,0.7242508421465754,4.243625164031982,12.724145460128781,1.0,100,0,100
tr-0afe8e4fc09b,15,0.7267066647484899,4.714259624481201,14.941210460662838,1.0,100,0,100
tr-0afe8e4fc09b,16,0.7364588346891106,4.7254462242126465,18.52356157302856,1.0,100,0,100
tr-0afe8e4fc09b,17,0.674288770686835,4.534152507781982,21.285953807830804,1.0,100,0,100
tr-0afe8e4fc09b,18,0.6111181186884642,3.709960103034973,15.630968809127806,1.0,100,0,100
tr-0afe8e4fc09b,19,0.6423633944429458,3.8249298334121704,12.927746248245239,0.99,100,0,100
tr-0afe8e4fc09b,20,0.6241487167775631,3.8006147146224976,10.583177614212035,1.0,100,0,100
tr-0afe8e4fc09b,21,0.6123297068476677,4.0386810302734375,11.162906837463378,0.97,100,0,100
tr-0afe8e4fc09b,22,0.5806994431465864,3.4738763570785522,10.441484069824213,0.99,100,0,100
tr-0afe8e4fc09b,23,0.5786439388617873,3.4071604013442993,10.430904245376578,0.99,100,0,100
tr-0afe8e4fc09b,24,0.5755734716542065,3.5983424186706543,10.943225383758545,0.99,100,0,100
tr-0afe8e4fc09b,25,0.5572668174095452,3.5745935440063477,12.511098146438592,1.0,100,0,100
tr-0afe8e4fc09b,26,0.5525183952599764,3.401588797569275,10.39911208152771,1.0,100,0,100
tr-0afe8e4fc09b,27,0.5183675353322178,2.8891834020614624,10.528105163574214,1.0,100,0,100
tr-0afe8e4fc09b,28,0.5576517089083791,3.370393395423889,8.244425296783447,1.0,100,0,100
tr-0afe8e4fc09b,29,0.5668048818223178,3.128119468688965,11.490267372131346,1.0,100,0,100
tr-0afe8e4fc09b,30,0.5603874308429658,3.0787153244018555,10.371170854568481,1.0,100,0,100
tr-0afe8e4fc09b,31,0.5259392534755171,3.0308868885040283,10.800380611419664,1.0,100,0,100
tr-0afe8e4fc09b,32,0.5219554184935987,3.269516110420227,8.681306028366086,1.0,100,0,100
tr-0afe8e4fc09b,33,0.5260909862816334,3.135169744491577,8.304096364974965,0.99,100,0,100
tr-0afe8e4fc09b,34,0.5320502611994743,3.2786436080932617,10.60310297012329,1.0,100,0,100
tr-0afe8e4fc09b,35,0.5377923394553363,3.523825764656067,9.839664363861084,1.0,100,0,100
tr-0afe8e4fc09b,36,0.5781801107339561,3.328087329864502,11.62463655471801,1.0,100,0,100
tr-0afe8e4fc09b,37,0.5354987153038383,3.332436680793762,8.80185475349426,0.99,100,0,100
tr-0afe8e4fc09b,38,0.5161983035877347,3.1165425777435303,10.918908548355102,1.0,100,0,100
tr-0afe8e4fc09b,39,0.5031532096024602,3.1211400032043457,9.3491370677948,1.0,100,0,100
tr-0afe8e4fc09b,40,0.5085013101994992,3.3944822549819946,9.919672870635978,0.99,100,0,100
tr-0afe8e4fc09b,41,0.535527548296377,3.1615281105041504,8.983187389373779,1.0,100,0,100
tr-0afe8e4fc09b,42,0.5169524373114109,2.9191722869873047,10.245245504379271,1.0,100,0,100
tr-0afe8e4fc09b,43,0.5027859285660088,2.8804943561553955,8.660752534866333,0.99,100,0,100
tr-0afe8e4fc09b,44,0.49372257582843304,2.7063640356063843,8.130918741226196,1.0,100,0,100
tr-0afe8e4fc09b,45,0.465017384365201,2.7326183319091797,8.400816392898559,1.0,100,0,100
tr-0afe8e4fc09b,46,0.513135153837502,3.0151946544647217,12.347143507003784,1.0,100,0,100
tr-0afe8e4fc09b,47,0.5125900465250015,3.128981590270996,10.61420955657959,1.0,99,1,100
tr-0afe8e4fc09b,48,0.47257722171023486,3.050554633140564,10.641654014587402,1.0,100,0,100
tr-0afe8e4fc09b,49,0.4684143479913473,3.0336984395980835,10.145848178863522,1.0,100,0,100
tr-0afe8e4fc09b,50,0.4719721075519919,3.0557063817977905,10.126693820953367,1.0,100,0,100
tr-0afe8e4fc09b,51,0.4482469818368554,2.9120876789093018,9.431323575973511,1.0,100,0,100
tr-0afe8e4fc09b,52,0.4466651116125286,2.78524386882782,8.028377437591553,1.0,100,0,100
tr-0afe8e4fc09b,53,0.43199888862669467,2.8898324966430664,8.10421864986419,1.0,100,0,100
tr-0afe8e4fc09b,54,0.4525046608224511,3.0883266925811768,8.838846015930175,1.0,100,0,100
tr-0afe8e4fc09b,55,0.444732011789456,2.8736014366149902,8.166401767730711,1.0,100,0,100
tr-0afe8e4fc09b,56,0.4338967226818204,2.7751705646514893,8.420960903167725,1.0,100,0,100
tr-0afe8e4fc09b,57,0.4377484202943742,2.865026831626892,8.295532703399658,1.0,100,0,100
tr-0afe8e4fc09b,58,0.4530434449063614,2.42706036567688,8.328376388549804,1.0,99,1,100
tr-0afe8e4fc09b,59,0.43882839687168596,2.756472945213318,9.401269912719725,0.99,100,0,100
